id;name;plan_date;base_id;base_name;route_shape;optimize_metric;ordered_job_ids;staff_ids;road_km;road_minutes;legs;notes;created_at;updated_at
3a934788-cf20-4237-80cb-e4d0c763be14;2026-05-12 · East Coast Water Solutions;2026-05-12;0833debe-3d2f-4061-b873-4685e97db022;East Coast Water Solutions;oneway;time;"[""ecc2c893-97d6-4ee8-b967-0b4bff1aa0b5""]";"[""0dad92cf-11c7-4ee9-95d0-2f645115abd3"",""e8ce8665-14ca-4330-b53b-8c3d5d80d964""]";7.426;11;"[{""distanceKm"":7.426,""minutes"":11}]";;2026-05-12 21:41:10.453335+00;2026-05-12 21:41:10.453335+00
8545d813-1047-4e20-b1ed-c0e101f1e4f7;2026-05-12 · East Coast Water Solutions;2026-05-12;0833debe-3d2f-4061-b873-4685e97db022;East Coast Water Solutions;round;time;"[""d43c6c86-0b4a-4c63-9c1e-93ee03b8ee3c""]";"[""e8ce8665-14ca-4330-b53b-8c3d5d80d964""]";15.286;21;"[{""distanceKm"":7.426,""minutes"":10},{""distanceKm"":7.86,""minutes"":11}]";;2026-05-12 23:14:17.381502+00;2026-05-12 23:14:17.381502+00
